method,global_bias,global_RMSE,global_MAE,fortleza_N,fortleza_RMSE,fortleza_MAE,fortleza_RMSE_bc_global,fortleza_MAE_bc_global,fortleza_RMSE_bc_local,fortleza_MAE_bc_local,matera_N,matera_RMSE,matera_MAE,matera_RMSE_bc_global,matera_MAE_bc_global,matera_RMSE_bc_local,matera_MAE_bc_local,kokee_N,kokee_RMSE,kokee_MAE,kokee_RMSE_bc_global,kokee_MAE_bc_global,kokee_RMSE_bc_local,kokee_MAE_bc_local,onsala60_N,onsala60_RMSE,onsala60_MAE,onsala60_RMSE_bc_global,onsala60_MAE_bc_global,onsala60_RMSE_bc_local,onsala60_MAE_bc_local,wettzell_N,wettzell_RMSE,wettzell_MAE,wettzell_RMSE_bc_global,wettzell_MAE_bc_global,wettzell_RMSE_bc_local,wettzell_MAE_bc_local,ishioka_N,ishioka_RMSE,ishioka_MAE,ishioka_RMSE_bc_global,ishioka_MAE_bc_global,ishioka_RMSE_bc_local,ishioka_MAE_bc_local,hobart12_N,hobart12_RMSE,hobart12_MAE,hobart12_RMSE_bc_global,hobart12_MAE_bc_global,hobart12_RMSE_bc_local,hobart12_MAE_bc_local,westford_N,westford_RMSE,westford_MAE,westford_RMSE_bc_global,westford_MAE_bc_global,westford_RMSE_bc_local,westford_MAE_bc_local,wettz13s_N,wettz13s_RMSE,wettz13s_MAE,wettz13s_RMSE_bc_global,wettz13s_MAE_bc_global,wettz13s_RMSE_bc_local,wettz13s_MAE_bc_local,sejong_N,sejong_RMSE,sejong_MAE,sejong_RMSE_bc_global,sejong_MAE_bc_global,sejong_RMSE_bc_local,sejong_MAE_bc_local,hobart26_N,hobart26_RMSE,hobart26_MAE,hobart26_RMSE_bc_global,hobart26_MAE_bc_global,hobart26_RMSE_bc_local,hobart26_MAE_bc_local,raegyeb_N,raegyeb_RMSE,raegyeb_MAE,raegyeb_RMSE_bc_global,raegyeb_MAE_bc_global,raegyeb_RMSE_bc_local,raegyeb_MAE_bc_local,yebes40m_N,yebes40m_RMSE,yebes40m_MAE,yebes40m_RMSE_bc_global,yebes40m_MAE_bc_global,yebes40m_RMSE_bc_local,yebes40m_MAE_bc_local,onsa13ne_N,onsa13ne_RMSE,onsa13ne_MAE,onsa13ne_RMSE_bc_global,onsa13ne_MAE_bc_global,onsa13ne_RMSE_bc_local,onsa13ne_MAE_bc_local,onsa13sw_N,onsa13sw_RMSE,onsa13sw_MAE,onsa13sw_RMSE_bc_global,onsa13sw_MAE_bc_global,onsa13sw_RMSE_bc_local,onsa13sw_MAE_bc_local,wark12m_N,wark12m_RMSE,wark12m_MAE,wark12m_RMSE_bc_global,wark12m_MAE_bc_global,wark12m_RMSE_bc_local,wark12m_MAE_bc_local,raegsmar_N,raegsmar_RMSE,raegsmar_MAE,raegsmar_RMSE_bc_global,raegsmar_MAE_bc_global,raegsmar_RMSE_bc_local,raegsmar_MAE_bc_local,kokee12m_N,kokee12m_RMSE,kokee12m_MAE,kokee12m_RMSE_bc_global,kokee12m_MAE_bc_global,kokee12m_RMSE_bc_local,kokee12m_MAE_bc_local
DTEC_Fusion_2023_185_SW1_LW100,2.1907753312478717,4.217251600888339,2.923518006854247,,,,,,,,207.0,2.8046060230795384,2.6636839394771603,0.9971185323893704,0.8676774108556263,0.877839857414473,0.6907135822443463,,,,,,,,162.0,0.6857387569561463,0.5609668376294574,2.3922989475236935,2.2942455623570845,0.6778875673205668,0.5486562147099309,50.0,1.8687160687886424,1.7508358763905403,2.2030124992156916,1.5755738499441259,1.6959655948716417,1.6880575134040179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242.0,5.282015962150054,5.028522744537383,3.2659549931833016,2.837747413957196,1.6166791988759508,1.4477162410630464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fusion_2023_185_SW1_LW1000,2.1343899294564452,3.7722533947003734,2.8078424739585,,,,,,,,207.0,2.903649053520961,2.7241517654727114,1.1653299990879284,0.9867378774691002,1.0050746164763515,0.8548483920616519,,,,,,,,162.0,0.6221827284488798,0.5164250488814216,2.304345733847029,2.2204279905716873,0.616205160465878,0.530679004451273,50.0,1.7545649530844132,1.6161649321766731,2.069013048784326,1.5098081245642299,1.5688922184601277,1.5533216155768697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242.0,5.281026808055335,5.071059905678771,3.2859741514541496,2.9366699752625394,1.4743119006561458,1.3403934033631801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GNSS_2023_185_SW1_LW1,1.9339318683830653,3.50460196700507,2.629703565407726,,,,,,,,207.0,2.781540574299506,2.5848473786519413,1.2162331175614531,1.0628818380116007,1.0273908679517316,0.808986423860702,,,,,,,,162.0,0.7909427359430437,0.6233107697348153,2.1116703215338495,1.958097317346481,0.7905734897195738,0.6234574912916715,50.0,1.8870998404337382,1.7849011611195449,2.1006229690277585,1.6301866115993717,1.7330310581888013,1.7251550765754053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242.0,5.32650008347022,5.10538477235983,3.5163564926754005,3.1714529033576744,1.5187657704085333,1.4208097592442472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTEC_Fusion_2023_345_SW1_LW100,1.8865290440914049,4.734303038473888,3.7000550649341317,,,,,,,,73.0,5.914362931814262,5.867721638404641,4.049620493302949,3.981192594733728,0.7413040290033157,0.6456182545406568,,,,,,,,260.0,1.4833535412990668,1.3370989852753636,1.044205323857203,0.82346361539774,0.8179603376918436,0.6478841755480704,37.0,0.784788075784934,0.7729065367670018,1.1219014650137553,1.1136225069039107,0.1360434096788928,0.10115459806363357,,,,,,,,180.0,2.3018609947308026,1.7894435743575448,1.510990809517631,1.3051131655296238,1.5041083429921513,1.2780891892295052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202.0,4.985252869450313,4.918893695889246,3.138863865306494,3.0323646522183334,0.8106978357585592,0.6673780974552693,,,,,,,,,,,,,,
Fusion_2023_345_SW1_LW1000,2.5980140023978606,5.24667017158678,4.122535400768377,,,,,,,,73.0,6.092998056054347,6.053874475452479,3.5239467607971124,3.4558604755379583,0.689368657937837,0.6161373914586438,,,,,,,,260.0,1.3543740103943902,1.173449331366899,1.7412575333757974,1.5298014778853626,0.8322301981719445,0.670567124511016,37.0,0.7872034775781267,0.77219445779617,1.832217791323193,1.825819542118351,0.15298704016999465,0.13387521231914176,,,,,,,,180.0,2.2192676196970744,1.7399443591844614,1.988852967323822,1.7271793572309055,1.6486665132304394,1.4451451155220563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202.0,7.147592622019956,7.0049308973457505,4.63032827719913,4.40691689743123,1.4209234369820818,1.0396366793136835,,,,,,,,,,,,,,
GNSS_2023_345_SW1_LW1,2.2282674488999428,4.75029004304884,3.799851338704872,,,,,,,,73.0,5.84686834367803,5.800297034067131,3.647165902207458,3.572029587409438,0.7364942259762133,0.624299522318731,,,,,,,,260.0,1.3561630623671082,1.2149805049263709,1.3861756613178444,1.1627530805805677,0.7991843189020186,0.5988941167586179,37.0,0.9020171375343208,0.8737834738084134,1.372867142155599,1.3544839728492806,0.22391372737041376,0.19130148361998237,,,,,,,,180.0,2.472101653017893,1.9277424038956414,1.6169420477504546,1.439614816128162,1.58301512016645,1.4004393329903038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202.0,4.8331574478391515,4.758322937485128,2.6681369014486527,2.530055490827435,0.8472152844501597,0.7582360182302637,,,,,,,,,,,,,,
DTEC_Fusion_2023_013_SW1_LW100,0.3472486862201928,5.471083425413808,3.644595802360902,,,,,,,,,,,,,,,448.0,3.9397245394658107,2.9240366039503747,3.8586672776930424,3.019368925393887,3.7877172227153912,3.2458576292818395,,,,,,,,109.0,4.237105955384797,4.014666474243824,3.942093253120905,3.750247748100732,2.1552082271040343,1.6935918792249762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fusion_2023_013_SW1_LW1000,0.5729809146993944,5.678532793758033,3.780566390687358,,,,,,,,,,,,,,,448.0,4.252264923321362,2.9522914086608836,4.097164544936604,3.098793636414934,4.009383556321209,3.3452906001507,,,,,,,,109.0,4.102883807457774,3.8686640197486124,3.62786517571554,3.4323574517955424,2.1555855410336067,1.7161739119313744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GNSS_2023_013_SW1_LW1,0.28464180281630974,5.665221731975405,3.74438106648094,,,,,,,,,,,,,,,448.0,4.159105835596388,3.164226591211372,4.096185431888932,3.2371408595106232,4.023143185110772,3.453067098189966,,,,,,,,109.0,4.203705470819796,4.004340473715225,3.9590541189973183,3.7875948804953414,2.084828879115172,1.6061971552372438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTEC_Fusion_2023_135_SW1_LW100,2.676978124757535,3.9335685173457655,3.219209055331703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340.0,2.582142217205403,2.0007122065352907,2.299045306318331,2.0556258045869793,2.029375758257816,1.7381146932391396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fusion_2023_135_SW1_LW1000,2.937574200899462,3.790440966060365,3.1828610949059106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340.0,2.640470454045788,2.0806062189797236,2.392435330601386,2.1017946605823172,2.0360337026415185,1.7614902135822048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GNSS_2023_135_SW1_LW1,2.8399163609132865,3.8499994994697624,3.148449907573126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340.0,2.599909105956461,2.0588408279349957,2.332110446828221,2.023976323939613,2.0071813975414634,1.753270887091498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTEC_Fusion_2023_023_SW1_LW100,0.994620550465254,4.989742359116739,3.4039073576803576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fusion_2023_023_SW1_LW1000,1.5034495281557256,4.519248775166046,3.2417279387819358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GNSS_2023_023_SW1_LW1,1.2110963890427524,4.686216246231865,3.2119843378533135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTEC_Fusion_2023_074_SW1_LW100,2.2462730999945375,5.368495286610925,4.102051290670432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fusion_2023_074_SW1_LW1000,2.34389943583914,5.064109198687393,3.8129285123555703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GNSS_2023_074_SW1_LW1,2.2219712281550867,5.098325346553662,3.9670724668826396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTEC_Fusion_2023_219_SW1_LW100,0.7317609435724151,5.111106979044528,3.5656629929733623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,2.205403083524123,2.2043694004502243,2.9369064798582616,2.9361303384313544,0.06751523662425249,0.05406173768026006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fusion_2023_219_SW1_LW1000,1.3305726889781957,4.779101833726016,3.475376936831562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,2.04578323729921,2.0448078345060976,3.3759715087687066,3.375380519891223,0.06316624064260493,0.05725812568089158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GNSS_2023_219_SW1_LW1,0.7377175205634539,5.039004304813272,3.539204967216681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,2.094033415602182,2.0913675770249314,2.8310563512620917,2.8290850924979294,0.10562955754621745,0.0951770048404775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTEC_Fusion_2023_009_SW1_LW100,1.1653821201406631,3.839795768278268,2.902993350121822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.0,0.7398535484343635,0.6429395328207477,1.2816873905125958,1.0693908296429977,0.7312129657926968,0.6372067569662799,327.0,2.250923549900217,1.8972111921095636,1.543008351526186,1.4085646536976069,1.4340152350083721,1.3405028030193926,,,,,,,,,,,,,,,275.0,0.9134303276788215,0.7807687376231672,1.0068657782826818,0.7690274318347834,0.7606654576166655,0.6604570322014631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fusion_2023_009_SW1_LW1000,1.9732004541091481,3.490933833463128,2.8259933322425024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.0,0.7624398792119579,0.6469964767911849,2.159587789530703,2.021088345820631,0.7609345038031428,0.6440999119745259,327.0,2.2713042138300987,1.9520201607954903,1.161416690238045,1.1181238773214321,1.161223545924862,1.1196136226036992,,,,,,,,,,,,,,,275.0,0.6997092867504803,0.5782600911782875,1.8721162482582143,1.7506447907975367,0.663371738504031,0.5350161298340177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GNSS_2023_009_SW1_LW1,1.7669250678049455,3.471221889242381,2.8392141622948475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.0,0.6504884289555312,0.5581738308285843,1.741707657588172,1.622149877388999,0.6341729573138011,0.5567751098141742,327.0,2.332264295805856,1.974818950657845,1.4176944669544338,1.334643183216051,1.4150202120086108,1.3253592163725227,,,,,,,,,,,,,,,275.0,0.6632228321150856,0.5920768135524871,1.4761396472106425,1.375595382797025,0.5354676469168477,0.43892078163673226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTEC_Fusion_2023_145_SW1_LW100,2.2887656204099174,4.225386136026453,3.374996065805729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fusion_2023_145_SW1_LW1000,2.560532812517737,4.44486203058497,3.553092087310923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GNSS_2023_145_SW1_LW1,2.3862211657555545,4.272960520249773,3.4581635142623868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTEC_Fusion_2023_016_SW1_LW100,0.5526132281639456,4.232066909494752,3.061133834089073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.0,1.758322216661376,1.690635103147351,1.236342901529833,1.1380218822818333,0.4831666023339359,0.4102710529123098,327.0,1.9521518455857427,1.7274664304409069,1.4903224953705032,1.2627822201191783,0.9329716591165719,0.7735774612879602,,,,,,,,,,,,,,,187.0,1.4772628065083964,1.3288667249141017,1.0159177445656964,0.8925023156787248,0.6691647064496969,0.5769302658598934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fusion_2023_016_SW1_LW1000,1.2005685295112773,3.7840182009384233,2.9741396274466423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.0,0.8879455813527971,0.799595612447583,0.556662816840742,0.5185456700083239,0.3861271966574376,0.2980835676583938,327.0,2.0144769732655647,1.8795274190175928,0.9932166589284362,0.8263925816056341,0.7249097578169685,0.5988198601561485,,,,,,,,,,,,,,,187.0,1.5468705911184795,1.4468451762326848,0.6000832015197667,0.5216405021661608,0.5472181116149627,0.43465076323956653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GNSS_2023_016_SW1_LW1,0.9020997487530388,3.682095678487662,2.886196756385923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.0,1.9603815217697003,1.8023910021679548,1.1853297979619632,1.0160002769911953,0.7710268388325283,0.7078626471306592,327.0,2.0885552442633886,1.9499588206232281,1.2875295118668395,1.089178721839389,0.7481467811958902,0.6375710134025958,,,,,,,,,,,,,,,187.0,1.6436877210082077,1.4826518716125976,0.9984157200668339,0.8502800569914292,0.86769708070647,0.7209372310436143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTEC_Fusion_2023_331_SW1_LW100,-0.33824690522963424,6.935472134770994,4.363267245174014,,,,,,,,,,,,,,,,,,,,,,340.0,1.58073689125097,1.4130426192167254,1.8428704952421326,1.6356473286710331,1.0765487238601932,0.8545845265491617,90.0,1.7747774855477059,1.4886653475552514,1.934725796391292,1.4727243059760973,1.62746872271046,1.564061447868173,,,,,,,,186.0,1.319768799734303,1.1409905339601218,1.5625848216542915,1.2953864571516474,0.9963876217159864,0.9216620075983383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fusion_2023_331_SW1_LW1000,0.6908392067175084,5.923941642383037,3.947993700471282,,,,,,,,,,,,,,,,,,,,,,340.0,1.7137442162773548,1.4229695243374887,1.2599511597001072,1.0046413577661075,1.0904133515161536,0.8426533869347506,90.0,1.788508937086256,1.324615059012919,1.444564043944688,1.2323277266264452,1.3695688630885647,1.2938370902791512,,,,,,,,186.0,1.4879043667265055,1.1943341191154178,1.06498261686768,0.9788133665322161,0.9716436860722129,0.8940041761373344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GNSS_2023_331_SW1_LW1,-0.18599363334765764,6.801301005731438,4.17790507002192,,,,,,,,,,,,,,,,,,,,,,340.0,1.4878282570715045,1.3269792388833577,1.6269679966022506,1.4497989182943267,1.0316432002544509,0.793011585047743,90.0,1.8625620802694236,1.5273118645375408,1.9528790345449112,1.520113463813157,1.6657194587424102,1.6034880513620404,,,,,,,,186.0,1.4999264781859467,1.246346428124153,1.657708676440794,1.4323400556018904,0.8345058544225218,0.7755139379740464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTEC_Fusion_2023_339_SW1_LW100,1.218779541966453,5.5410603670380505,3.8671526407099432,377.0,9.414919251828278,6.716461090074443,10.156417590440448,7.062426302449722,7.751175822991852,6.96106494213406,,,,,,,,,,,,,,,,,,,,,,58.0,3.372948004835816,3.2434588554302275,2.2262253306807325,2.024679314485973,0.9256094729728873,0.8801306833869469,635.0,2.8092966909384196,2.566725616605489,2.0036324017626934,1.8177998882686566,1.7468337670766632,1.373173386713318,326.0,2.648733961955672,2.449798474188993,1.5939681045802003,1.3557799358841038,1.0180691404226205,0.7915839354354227,,,,,,,,,,,,,,,196.0,1.6987405763982755,1.5179975888015917,2.0136587135612394,1.8387072901895245,1.6937766468327442,1.5386981243579179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259.0,5.175350841668453,4.979156434109575,4.016552242617448,3.760376893165319,1.4114735346522052,1.247015988210728,,,,,,,,,,,,,,
Fusion_2023_339_SW1_LW1000,1.8949423973327133,4.732019627472963,3.627678214539822,377.0,8.061549620737747,6.121763215620215,9.058417767382174,6.388595090283085,7.2350439576025165,6.4641083395531584,,,,,,,,,,,,,,,,,,,,,,58.0,3.2524070253289836,3.1160411594968527,1.5360732848258807,1.223897385491051,0.9319007193531045,0.8843293156442521,635.0,2.966488963265142,2.6881149117779923,1.8630499774906981,1.6007209247013203,1.8057075780686636,1.4335489991223995,326.0,2.5948045090652703,2.3805301705369035,1.1410004524030553,0.9018056037755369,1.032514671774208,0.8338026349747601,,,,,,,,,,,,,,,196.0,1.7504734947625895,1.5658166679866106,2.3526208371997908,2.041278273059228,1.725341006103037,1.6145267056516666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259.0,5.534621804236246,5.49083046819877,3.662407718932482,3.5958880703198854,0.6948519881437758,0.5792569590915927,,,,,,,,,,,,,,
GNSS_2023_339_SW1_LW1,1.4245668715850837,4.627014339556814,3.519713311431029,377.0,7.576376067149039,5.8658428215553915,8.391989790004637,6.171150671204728,6.519975435089822,5.747786362677265,,,,,,,,,,,,,,,,,,,,,,58.0,3.463592709390401,3.336850175231295,2.1257311222812345,1.9122833052750916,0.9283885849153939,0.8924058439507756,635.0,2.6618340207117837,2.425189623437103,1.7855162346975955,1.5875767812233188,1.6607987814357168,1.334281958589652,326.0,2.5391917935103514,2.388838016268261,1.3088385527087951,1.1555760600775065,0.9009138888114121,0.688419443721694,,,,,,,,,,,,,,,196.0,1.729109590485758,1.5560666232098548,2.105839307754327,1.8680902542273297,1.7168900940193568,1.581088996211971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259.0,5.406040333836589,5.267802837536404,4.030631223321423,3.8432359675801995,1.2147120464996768,1.0627351598390316,,,,,,,,,,,,,,
DTEC_Fusion_2023_311_SW1_LW100,0.730731632139353,6.239322626114165,4.3053402104710266,,,,,,,,259.0,3.7966951845898955,3.6752062101197787,3.0947833767550206,2.9447831958205515,0.9527610601746468,0.7374322766137021,423.0,9.159755765689741,8.290886598229868,8.562579059899031,7.6960688939282464,5.102435919929932,4.102582939393194,,,,,,,,117.0,2.597942123940868,2.3346604319273188,2.212412628944649,1.9418727410296173,2.0194784298564334,1.6783577897187332,,,,,,,,284.0,3.8806988338755635,3.7159703496625163,3.187952002579318,2.9852387125784925,1.1186544594610937,0.9858965763520864,,,,,,,,,,,,,,,163.0,4.363964566157213,3.854768205830988,3.7347501799639704,3.1991425045619177,2.0506139208965664,1.5101846519122972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fusion_2023_311_SW1_LW1000,1.1639196170678083,5.618922259253727,3.9793430527689875,,,,,,,,259.0,3.6363717947002048,3.5559839852104123,2.5100098954326455,2.39206436973413,0.7603799880443078,0.5897979010748835,423.0,10.29114271686918,8.945444797435103,9.302460379759328,7.853935246840459,5.160464927668592,4.327830242396069,,,,,,,,117.0,2.5929468374314033,2.3766659260369045,2.0278694070275227,1.7499399792419832,1.9547233412665743,1.593107809208492,,,,,,,,284.0,3.851507972907858,3.7346794115134805,2.7377160713834687,2.570759796037198,0.9414262364041686,0.7692458892180498,,,,,,,,,,,,,,,163.0,4.481800544320327,4.0847503569923465,3.454359978448418,2.952065926702319,1.8442750988181977,1.3783922191346507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GNSS_2023_311_SW1_LW1,0.6252305184069771,5.9983313419967965,4.185390624294946,,,,,,,,259.0,3.6224781541580353,3.5041691989548225,3.0218262891337355,2.8881065210350467,0.9182299289657916,0.6224437888145664,423.0,9.136656678429082,8.297370846941918,8.612178694541821,7.782386376344211,4.827829598368901,3.9139853219687057,,,,,,,,117.0,2.6193371128158227,2.3415745299659516,2.2870886623101914,2.0252065664475345,2.06122352068707,1.7082197695927606,,,,,,,,284.0,3.8258042948066873,3.624821529940596,3.2395977539368475,2.9995910102999472,1.2237023241950673,1.0299991035738623,,,,,,,,,,,,,,,163.0,4.2007391356502195,3.7533570709122133,3.653248173385568,3.197635241307787,1.8904187228477705,1.3790121565040436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTEC_Fusion_2023_011_SW1_LW100,1.5146888752915377,3.082267231890051,2.491361462191881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fusion_2023_011_SW1_LW1000,1.7020973163452024,3.360150503139089,2.725157325221173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GNSS_2023_011_SW1_LW1,1.514686475127925,3.082266278108128,2.491361412276959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTEC_Fusion_2023_156_SW1_LW100,3.2173968465391694,4.651095616200867,3.771386888135657,,,,,,,,,,,,,,,308.0,1.607095904998873,1.2186425254864275,2.73218709683112,2.4580645190083,1.3639145370625974,1.1258112265454951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
